t,ecg
20.126567,563
20.236355,536
20.236400,563
20.236413,569
20.236426,581
20.236437,569
20.236449,562
20.236460,557
20.236471,523
20.236486,497
20.236498,531
20.316398,529
20.316435,566
20.316450,540
20.316464,519
20.316478,520
20.316491,502
20.316504,503
20.316518,487
20.316531,462
20.316544,492
20.426396,557
20.426440,524
20.426455,540
20.426469,527
20.426482,515
20.426496,503
20.426509,550
20.426522,531
20.426535,501
20.426549,538
20.531393,546
20.531450,517
20.531467,539
20.531481,501
20.531495,504
20.531508,482
20.531532,476
20.531546,505
20.531559,463
20.531573,481
20.637672,468
20.637725,495
20.637741,493
20.637755,488
20.637768,521
20.637781,505
20.637794,526
20.637811,527
20.637825,520
20.637838,526
20.728777,552
20.728817,526
20.728832,558
20.728846,534
20.728860,539
20.728873,524
20.728887,545
20.728900,512
20.728913,522
20.728926,481
20.826383,470
20.826426,121
20.826441,112
20.826454,106
20.826467,163
20.826480,202
20.826494,247
20.826507,263
20.826523,318
20.826536,347
20.938849,398
20.938883,394
20.938899,439
20.938912,430
20.938926,447
20.938939,419
20.938954,486
20.938968,523
20.938982,518
20.938995,528
21.022578,575
21.022607,539
21.022621,629
21.022635,587
21.022648,583
21.022661,578
21.022675,636
21.022688,586
21.022701,505
21.022714,436
21.125134,296
21.125162,387
21.125176,596
21.125190,658
21.125204,691
21.125218,630
21.125231,596
21.125244,551
21.125257,552
21.125271,486
21.233898,400
21.233934,267
21.233948,18
21.233962,0
21.233979,14
21.233992,72
21.234005,123
21.234018,167
21.234031,253
21.234044,308
21.338891,375
21.338925,375
21.338940,400
21.338955,390
21.338969,488
21.338982,487
21.338995,510
21.339009,515
21.339022,535
21.339035,573
21.421409,590
21.421438,559
21.421452,616
21.421466,627
21.421479,653
21.421493,621
21.421506,662
21.421519,658
21.421532,684
21.421546,654
21.530148,662
21.530199,645
21.530214,675
21.530228,683
21.530241,689
21.530255,685
21.530268,676
21.530282,649
21.530295,665
21.530308,637
21.635243,647
21.635293,647
21.635309,632
21.635323,677
21.635340,656
21.635354,643
21.635368,635
21.635381,618
21.635395,607
21.635408,628
21.746486,617
21.746532,635
21.746548,642
21.746562,623
21.746576,627
21.746589,603
21.746603,608
21.746616,544
21.746628,635
21.746641,611
21.826408,621
21.826452,607
21.826467,591
21.826481,589
21.826494,539
21.826507,508
21.826520,452
21.826534,440
21.826547,432
21.826560,417
21.936381,423
21.936409,393
21.936424,446
21.936438,443
21.936452,482
21.936465,472
21.936478,485
21.936491,463
21.936504,475
21.936517,484
22.041410,552
22.041443,526
22.041457,567
22.041471,551
22.041484,572
22.041497,569
22.041510,601
22.041524,590
22.041540,569
22.041554,508
22.147692,411
22.147739,252
22.147754,391
22.147768,576
22.147781,707
22.147795,707
22.147808,694
22.147822,639
22.147835,627
22.147848,635
22.222638,625
22.222669,620
22.222684,633
22.222697,591
22.222711,628
22.222725,600
22.222739,598
22.222752,586
22.222764,602
22.222778,576
22.327652,579
22.327685,579
22.327700,604
22.327714,560
22.327727,592
22.327741,540
22.327754,562
22.327767,522
22.327780,535
22.327793,537
22.417721,571
22.417768,571
22.417783,582
22.417796,550
22.417810,558
22.417824,545
22.417837,572
22.417850,527
22.417863,583
22.417876,563
22.522673,557
22.522723,551
22.522738,559
22.522752,527
22.522766,522
22.522779,513
22.522796,519
22.522810,501
22.522824,536
22.522837,562
22.631412,549
22.631461,524
22.631476,543
22.631489,525
22.631503,530
22.631516,480
22.631530,550
22.631543,519
22.631556,573
22.631569,557
22.735240,544
22.735284,534
22.735299,538
22.735313,500
22.735326,542
22.735339,528
22.735352,536
22.735365,543
22.735379,554
22.735392,542
22.840181,536
22.840219,531
22.840234,533
22.840248,521
22.840261,511
22.840275,533
22.840288,557
22.840301,553
22.840315,558
22.840328,545
22.923924,540
22.923950,512
22.923965,540
22.923978,532
22.923992,534
22.924006,516
22.924019,567
22.924032,551
22.924045,535
22.924058,517
23.028918,547
23.028955,516
23.028969,520
23.028983,502
23.028996,542
23.029009,545
23.029022,571
23.029036,537
23.029049,558
23.029062,551
23.142681,579
23.142709,565
23.142727,480
23.142741,411
23.142754,217
23.142767,288
23.142781,537
23.142794,644
23.142807,669
23.142821,612
23.247678,570
23.247710,609
23.247725,601
23.247738,552
23.247752,592
23.247765,590
23.247779,579
23.247792,562
23.247805,550
23.247819,544
23.325151,561
23.325175,551
23.325190,573
23.325204,544
23.325217,558
23.325231,542
23.325244,550
23.325258,520
23.325271,516
23.325284,519
23.438912,551
23.438939,513
23.438953,542
23.438967,520
23.438980,524
23.438993,500
23.439007,492
23.439021,527
23.439034,545
23.439048,547
23.520121,566
23.520169,535
23.520184,535
23.520198,520
23.520212,513
23.520226,527
23.520239,505
23.520253,545
23.520266,538
23.520280,530
23.622735,537
23.622782,519
23.622799,524
23.622812,526
23.622826,528
23.622840,516
23.622853,541
23.622867,547
23.622880,564
23.622894,572
23.732654,568
23.732687,547
23.732702,547
23.732715,517
23.732729,540
23.732742,545
23.732758,562
23.732772,568
23.732785,563
23.732798,555
23.846432,547
23.846470,535
23.846484,544
23.846498,495
23.846512,577
23.846525,543
23.846539,592
23.846552,569
23.846565,518
23.846578,579
23.952641,579
23.952672,577
23.952687,595
23.952700,593
23.952714,601
23.952727,598
23.952740,620
23.952754,600
23.952767,624
23.952780,625
24.026443,607
24.026476,607
24.026491,591
24.026505,568
24.026518,583
24.026531,560
24.026544,569
24.026557,543
24.026570,570
24.026583,548
24.136362,558
24.136389,816
24.136403,1022
24.136417,1022
24.136430,1022
24.136444,1022
24.136458,1022
24.136471,900
24.136484,687
24.136498,612
24.242708,749
24.242743,853
24.242757,840
24.242771,795
24.242784,720
24.242797,622
24.242810,617
24.242824,578
24.242837,565
24.242850,526
24.348924,508
24.348949,847
24.348963,951
24.348976,895
24.348990,845
24.349003,785
24.349016,736
24.349029,677
24.349042,625
24.349056,589
24.422681,539
24.422961,521
24.422986,494
24.423002,457
24.423018,407
24.423033,371
24.423046,365
24.423060,360
24.423074,353
24.423086,327
24.531440,329
24.531494,320
24.531510,318
24.531524,314
24.531538,295
24.531551,295
24.531564,315
24.531578,301
24.531593,342
24.531607,308
24.641633,319
24.641685,302
24.641700,305
24.641713,314
24.641725,329
24.641737,293
24.641750,334
24.641762,377
24.641774,399
24.641786,396
24.720148,403
24.720176,384
24.720189,370
24.720201,367
24.720214,437
24.720226,397
24.720237,368
24.720249,437
24.720260,440
24.720272,432
24.825196,433
24.825251,414
24.825269,421
24.825283,408
24.825297,421
24.825311,444
24.825324,475
24.825338,471
24.825351,483
24.825363,467
24.933951,470
24.934006,462
24.934023,483
24.934038,451
24.934054,508
24.934068,461
24.934082,515
24.934095,500
24.934108,506
24.934122,496
25.038948,501
25.038986,480
25.039001,486
25.039016,496
25.039030,516
25.039044,495
25.039061,494
25.039075,522
25.039088,520
25.039101,497
25.123945,528
25.123973,524
25.123987,504
25.124001,530
25.124015,534
25.124028,512
25.124041,399
25.124054,221
25.124073,280
25.124087,432
25.232705,579
25.232737,612
25.232752,625
25.232767,568
25.232781,551
25.232794,537
25.232807,515
25.232821,520
25.232834,534
25.232848,516
25.343945,519
25.343973,512
25.343987,525
25.344002,525
25.344018,545
25.344032,509
25.344045,483
25.344059,521
25.344071,521
25.344085,504
25.417753,497
25.417786,517
25.417800,519
25.417814,509
25.417827,481
25.417840,454
25.417853,515
25.417866,548
25.417879,597
25.417892,617
25.523969,608
25.524024,584
25.524040,584
25.524055,575
25.524068,548
25.524081,530
25.524095,538
25.524107,557
25.524120,518
25.524133,501
25.634076,496
25.634138,507
25.634155,504
25.634169,492
25.634183,497
25.634197,480
25.634211,483
25.634224,476
25.634238,480
25.634252,491
25.742738,523
25.742777,494
25.742785,529
25.742793,497
25.742800,487
25.742807,488
25.742814,473
25.742820,434
25.742827,476
25.742833,457
25.848881,504
25.848919,474
25.848928,460
25.848937,457
25.848945,456
25.848953,433
25.848961,416
25.848969,422
25.848977,432
25.848986,472
25.922718,453
25.922750,449
25.922766,429
25.922781,413
25.922794,414
25.922807,412
25.922820,391
25.922834,432
25.922847,431
25.922860,432
26.031490,430
26.031541,409
26.031557,413
26.031570,405
26.031584,420
26.031597,404
26.031610,444
26.031624,442
26.031637,439
26.031650,427
26.136505,454
26.136557,381
26.136574,295
26.136588,176
26.136606,199
26.136620,326
26.136633,493
26.136647,530
26.136659,523
26.136673,502
26.246532,471
26.246580,455
26.246596,447
26.246610,442
26.246624,439
26.246638,423
26.246650,431
26.246664,418
26.246677,428
26.246690,409
26.321488,429
26.321524,407
26.321539,420
26.321553,403
26.321567,373
26.321610,391
26.321630,385
26.321644,386
26.321657,379
26.321670,402
26.430235,395
26.430271,397
26.430297,398
26.430313,390
26.430326,380
26.430339,422
26.430352,396
26.430366,415
26.430379,448
26.430392,427
26.535271,423
26.535326,406
26.535342,387
26.535356,440
26.535370,448
26.535383,480
26.535396,463
26.535410,440
26.535423,444
26.535437,440
26.646462,434
26.646510,428
26.646524,470
26.646537,479
26.646548,469
26.646560,501
26.646571,487
26.646582,492
26.646594,499
26.646605,486
26.724352,473
26.724397,502
26.724410,535
26.724422,507
26.724437,506
26.724449,486
26.724461,469
26.724472,483
26.724483,459
26.724494,499
26.846510,485
26.846550,485
26.846567,508
26.846581,484
26.846596,475
26.846609,455
26.846623,464
26.846636,539
26.846649,504
26.846663,532
26.923989,529
26.924016,515
26.924031,516
26.924045,496
26.924059,495
26.924072,554
26.924085,550
26.924098,555
26.924111,555
26.924124,544
27.036484,557
27.036517,532
27.036532,537
27.036545,578
27.036558,561
27.036572,599
27.036584,603
27.036597,596
27.036611,555
27.036624,431
27.151444,297
27.151471,265
27.151485,387
27.151499,624
27.151512,686
27.151525,659
27.151539,607
27.151552,604
27.151565,566
27.151578,595
27.227738,595
27.227771,582
27.227786,576
27.227799,557
27.227812,549
27.227826,542
27.227840,535
27.227853,498
27.227866,550
27.227879,539
27.337757,207
27.337785,99
27.337799,102
27.337812,150
27.337825,175
27.337838,191
27.337852,241
27.337864,281
27.337878,310
27.337891,358
27.422710,381
27.422757,392
27.422771,420
27.422784,416
27.422797,432
27.422810,512
27.422824,510
27.422837,520
27.422851,534
27.422864,548
27.525301,543
27.525353,562
27.525368,554
27.525382,552
27.525396,573
27.525409,550
27.525422,584
27.525435,570
27.525449,548
27.525461,560
27.631493,562
27.631535,579
27.631550,558
27.631564,573
27.631577,547
27.631590,584
27.631604,587
27.631617,582
27.631630,576
27.631643,568
27.740368,549
27.740419,564
27.740434,556
27.740448,126
27.740461,0
27.740474,0
27.740487,6
27.740500,73
27.740513,117
27.740526,177
27.821522,250
27.821560,297
27.821575,322
27.821640,373
27.821655,427
27.821669,433
27.821682,474
27.821696,512
27.821709,540
27.821722,548
27.930255,562
27.930295,581
27.930310,602
27.930325,611
27.930342,625
27.930356,619
27.930369,632
27.930383,632
27.930396,640
27.930409,637
28.041538,655
28.041576,688
28.041637,695
28.041651,691
28.041665,678
28.041678,692
28.041691,679
28.041704,734
28.041718,702
28.041731,612
28.123961,512
28.123993,388
28.124009,456
28.124023,663
28.124036,802
28.124049,788
28.124063,732
28.124076,706
28.124088,725
28.124102,707
28.222765,654
28.222798,701
28.222813,697
28.222826,676
28.222840,643
28.222853,673
28.222867,642
28.222880,631
28.222893,608
28.222906,623
28.329003,625
28.329030,628
28.329045,613
28.329059,605
28.329072,597
28.329085,586
28.329099,559
28.329112,546
28.329125,551
28.329138,594
28.440289,576
28.440321,578
28.440339,549
28.440352,586
28.440366,573
28.440379,565
28.440392,564
28.440406,581
28.440420,575
28.440433,596
28.545293,563
28.545343,569
28.545359,535
28.545373,544
28.545387,550
28.545400,570
28.545413,565
28.545426,560
28.545439,537
28.545452,532
28.624011,446
28.624054,415
28.624069,411
28.624084,417
28.624097,427
28.624111,430
28.624124,424
28.624137,436
28.624150,439
28.624163,429
28.734029,432
28.734076,460
28.734092,447
28.734107,473
28.734120,502
28.734133,487
28.734147,484
28.734160,515
28.734173,505
28.734186,498
28.818967,511
28.819006,549
28.819021,536
28.819034,543
28.819048,554
28.819062,569
28.819075,529
28.819088,568
28.819101,533
28.819114,570
28.921520,543
28.921548,547
28.921562,590
28.921576,581
28.921630,574
28.921645,583
28.921659,559
28.921672,568
28.921688,526
28.921701,546
29.026549,607
29.026584,595
29.026599,554
29.026612,558
29.026626,524
29.026639,555
29.026652,541
29.026664,548
29.026677,516
29.026690,611
29.136523,582
29.136549,577
29.136564,564
29.136577,573
29.136591,571
29.136604,555
29.136617,454
29.136630,337
29.136644,237
29.136657,432
29.244057,592
29.244091,671
29.244106,639
29.244120,620
29.244133,574
29.244147,602
29.244160,555
29.244173,623
29.244186,604
29.244199,583
29.317811,568
29.317837,572
29.317851,540
29.317865,556
29.317878,541
29.317891,539
29.317905,558
29.317919,589
29.317932,558
29.317946,544
29.427778,525
29.427805,526
29.427819,528
29.427833,527
29.427846,509
29.427859,535
29.427872,520
29.427885,547
29.427899,517
29.427912,525
29.542813,511
29.542863,564
29.542878,544
29.542891,534
29.542905,550
29.542918,545
29.542932,537
29.542945,546
29.542958,509
29.542971,506
29.625247,517
29.625288,511
29.625306,511
29.625320,536
29.625333,497
29.625347,520
29.625360,506
29.625373,493
29.625386,482
29.625400,537
29.722816,516
29.722860,536
29.722875,523
29.722889,519
29.722902,511
29.722916,525
29.722929,501
29.722942,504
29.722955,531
29.722969,520
29.827789,522
29.827833,545
29.827848,533
29.827861,519
29.827875,527
29.827888,555
29.827901,501
29.827914,550
29.827927,530
29.827940,513
29.942823,504
29.942874,555
29.942889,517
29.942903,528
29.942917,535
29.942930,541
29.942944,518
29.942957,523
29.942971,510
29.942984,540
30.023991,497
30.024031,542
30.024047,543
30.024061,557
30.024074,523
30.024088,539
30.024101,515
30.024114,510
30.024127,524
30.024141,528
